"typefully_id","draft_title","status","tags","created_at","updated_at","scheduled_date","published_at","typefully_url","platform","platform_post_index","platform_published_at","platform_published_url","media_ids","text"
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","8","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","6. Files & automation

- Prompt: “Rename these images, compress, and upload to S3.”
- Tools: transform_images(params), upload_s3(bucket, paths)
- Effect: Optimized assets live in your bucket."
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","9","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","7. DevOps

- Prompt: “Is service X healthy? If not, roll back to the last stable.”
- Tools: get_status(service), rollback_deploy(service, version)
- Effect: Status reported; rollback executed if needed."
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","10","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","8. HR & recruiting

- Prompt: “Schedule a loop with three interviewers next week.”
- Tools: find_slots(attendees), create_calendar_event(series)
- Effect: Calendar holds with invites and meeting links."
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","11","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","9. Internal search + answer

- Prompt: “What’s our PTO policy?”
- Tools: semantic_search(kb, query), retrieve(doc_ids)
- Effect: Answer grounded in your knowledge base with citations."
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","12","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","10. Email & comms

- Prompt: “Send the weekly update to the team and attach the report.”
- Tools: generate_summary(data), send_email(to, subject, body, attachments)
- Effect: Email sent with the latest metrics and file."
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","x","13","2026-07-31T07:00:35.998Z","https://x.com/Al_Grigor/status/2083085257776238805","","Want to learn how to use function calling? I made a free guide on building your own AI coding agent with function calling and the OpenAI API. You can get it here: https://maven.com/p/f2d4cd/build-your-own-coding-agent-free-guide"
"8050596","Function Calling in Action","published","ai-engineering-buildcamp","2026-02-09T11:57:24.570Z","2026-07-28T07:34:11.958Z","2026-07-31T07:00:00Z","2026-07-31T07:00:35.998Z","https://typefully.com/?d=8050596&a=188312","linkedin","1","2026-07-31T07:00:05.038Z","https://www.linkedin.com/feed/update/urn:li:share:7488850959033438208","f4a7f29f-de15-43b4-9a14-0ebab74f1919","10 examples of function calling in practice

Function calling lets LLMs connect with tools and take actions using these tools.

➡️ Quick distinction:

- Function is an implementation in your runtime (Python/JS/API).
- Tool is the contract you register for the LLM (name + typed schema + permissions). A tool is usually backed by one function, but it can orchestrate many.

Want to learn how to use function calling? I made a free guide on building your own AI coding agent with function calling and OpenAI API. You can get it here: https://maven.com/p/f2d4cd/build-your-own-coding-agent-free-guide "
"8802560","A Day of AI Engineer","published","ai-engineer, ai-engineering-buildcamp","2026-04-21T07:04:33.332Z","2026-04-21T07:21:55.763Z","2026-04-24T07:00:00Z","2026-04-24T07:00:28.368Z","https://typefully.com/?d=8802560&a=188312","x","1","2026-04-24T07:00:28.368Z","https://x.com/Al_Grigor/status/2047571344666333330","04c3b8f2-0aea-4d0c-80a5-c235de35a4a8","How do I transition from Data engineer to AI engineer?
Here's a structured 6-step transition path:

You already have the hardest part: engineering fundamentals + production mindset.

The goal is to add the AI layer on top.

Step 1: Work inside an AI-flavored data pipeline

- Ingestion + cleaning for RAG / analytics
- Chunking, metadata, indexing
- Observability and data quality checks

Step 2: Learn how model providers work

- APIs, limits, retries, rate limits
- Latency and cost trade-offs
- Privacy and data handling constraints

Step 3: Prompting as an engineering discipline

- Prompt templates
- Versioning + change logs
- Structured outputs (JSON schemas)

Step 4: Evaluation for generative systems

- Golden sets
- Automated checks (format, factuality signals, regressions)
- Human review loops when it matters

Step 5: Tool integration + agentic flows

- Function/tool calling
- Guardrails (allowed tools, timeouts, fallbacks)
- Tracing what the agent did and why

Step 6: Build 1-2 small projects end-to-end

Examples:
- RAG assistant over internal docs
- Ticket triage bot with tool calls + evals

For an experienced data engineer, this is usually not a multi-year shift.

With focused effort + hands-on work, ~3-4 months can be enough to become interview-ready.

If you're making this transition, what part feels most unclear: evals, prompting, or agents?"
"8802560","A Day of AI Engineer","published","ai-engineer, ai-engineering-buildcamp","2026-04-21T07:04:33.332Z","2026-04-21T07:21:55.763Z","2026-04-24T07:00:00Z","2026-04-24T07:00:28.368Z","https://typefully.com/?d=8802560&a=188312","x","2","2026-04-24T07:00:28.368Z","https://x.com/Al_Grigor/status/2047571344666333330","","I'm running the AI Engineering Buildcamp, where we go deeper into agent design, evaluation, monitoring, and guardrails as a system.

This course is a great resource for anyone who considers transitioning into AI Engineer role.

Read more here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8802560","A Day of AI Engineer","published","ai-engineer, ai-engineering-buildcamp","2026-04-21T07:04:33.332Z","2026-04-21T07:21:55.763Z","2026-04-24T07:00:00Z","2026-04-24T07:00:28.368Z","https://typefully.com/?d=8802560&a=188312","linkedin","1","2026-04-24T07:00:15.618Z","https://www.linkedin.com/feed/update/urn:li:ugcPost:7453336991619801088","ba86fd9a-ebb2-45c8-92bc-1de32735444b","How do I transition from Data engineer to AI engineer?
Here's a structured 6-step transition path:

You already have the hardest part: engineering fundamentals + production mindset.

The goal is to add the AI layer on top.

Step 1: Work inside an AI-flavored data pipeline

- Ingestion + cleaning for RAG / analytics
- Chunking, metadata, indexing
- Observability and data quality checks

Step 2: Learn how model providers work

- APIs, limits, retries, rate limits
- Latency and cost trade-offs
- Privacy and data handling constraints

Step 3: Prompting as an engineering discipline

- Prompt templates
- Versioning + change logs
- Structured outputs (JSON schemas)

Step 4: Evaluation for generative systems

- Golden sets
- Automated checks (format, factuality signals, regressions)
- Human review loops when it matters

Step 5: Tool integration + agentic flows

- Function/tool calling
- Guardrails (allowed tools, timeouts, fallbacks)
- Tracing what the agent did and why

Step 6: Build 1-2 small projects end-to-end

Examples:
- RAG assistant over internal docs
- Ticket triage bot with tool calls + evals

For an experienced data engineer, this is usually not a multi-year shift.

With focused effort + hands-on work, ~3-4 months can be enough to become interview-ready.

If you're making this transition, what part feels most unclear: evals, prompting, or agents?

I'm running the AI Engineering Buildcamp, where we go deeper into agent design, evaluation, monitoring, and guardrails as a system.

This course is a great resource for anyone who considers transitioning into AI Engineer role.

Read more here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708838","Improving Project Definition","published","ai-engineering-buildcamp","2026-04-13T08:56:27.131Z","2026-04-15T17:49:35.088Z","2026-04-16T14:00:00Z","2026-04-16T14:00:37.705Z","https://typefully.com/?d=8708838&a=188312","x","1","2026-04-16T14:00:37.705Z","https://x.com/Al_Grigor/status/2044777988986990977","f254f43d-a112-492c-aa16-7101deb5bfb5","One thing I'm changing for the next cohort of the AI Engineer Buildcamp: how I help people with their capstone projects.

The problem:

In the first two cohorts, I noticed a pattern: some participants spent too much time deciding what to build. Not everyone made as much progress as they could have.

What I'm doing differently:

I built a new framework for the project-definition stage, based on design thinking. It gives more structure at the point where people usually get stuck.

If you already have an idea:

- The framework helps you shape it
- Narrow the scope
- Turn it into something you can realistically build during the course

If you don't have an idea yet:

- I'll give you prompts and templates
- You can start right away
- Keep moving forward each week

The goal:

Start working on your capstone from day 1, with less uncertainty and more momentum.

If you follow the process, you should have a working capstone by the end of week 6. Then you can use the remaining time to improve it, test it, polish it, and prepare your presentation.

Apart from the capstone, you'll build 14 other projects during the course.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708838","Improving Project Definition","published","ai-engineering-buildcamp","2026-04-13T08:56:27.131Z","2026-04-15T17:49:35.088Z","2026-04-16T14:00:00Z","2026-04-16T14:00:37.705Z","https://typefully.com/?d=8708838&a=188312","linkedin","1","2026-04-16T14:00:38.169Z","https://www.linkedin.com/feed/update/urn:li:share:7450543678315565056","f254f43d-a112-492c-aa16-7101deb5bfb5","One thing I'm changing for the next cohort of the AI Engineer Buildcamp: how I help people with their capstone projects.

The problem:

In the first two cohorts, I noticed a pattern: some participants spent too much time deciding what to build. Not everyone made as much progress as they could have.

What I'm doing differently:

I built a new framework for the project-definition stage, based on design thinking. It gives more structure at the point where people usually get stuck.

If you already have an idea:

- The framework helps you shape it
- Narrow the scope
- Turn it into something you can realistically build during the course

If you don't have an idea yet:

- I'll give you prompts and templates
- You can start right away
- Keep moving forward each week

The goal:

Start working on your capstone from day 1, with less uncertainty and more momentum.

If you follow the process, you should have a working capstone by the end of week 6. Then you can use the remaining time to improve it, test it, polish it, and prepare your presentation.

Apart from the capstone, you'll build 14 other projects during the course.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708801","AI Engineering Scholarship Update","published","ai-engineering-buildcamp","2026-04-13T08:51:38.185Z","2026-04-13T08:55:24.159Z","2026-04-14T17:00:00Z","2026-04-14T17:00:41.867Z","https://typefully.com/?d=8708801&a=188312","x","1","2026-04-14T17:00:41.867Z","https://x.com/Al_Grigor/status/2044098528822366613","2e799797-9dc6-4348-9adf-1573dce95ff8","I saw a few questions in the comments about the scholarship results for the new cohort of the AI Engineering Buildcamp.

Yes, I've already selected the recipients and emailed them directly.

The scholarship form is now closed, so if you didn't receive an email from me, that means you weren't selected this time.

Thank you to everyone who applied!

Even if you weren't selected, I really encourage you to keep learning and building. I've shared many free resources online, and you can find them here: https://alexeyondata.substack.com/p/how-i-reviewed-2500-ai-bootcamp-scholarship?open=false#%C2%A7thank-you-for-your-strong-submissions

If you need a student discount and PPP pricing, please contact me at alexey@datatalks.club, and I'll help you."
"8708801","AI Engineering Scholarship Update","published","ai-engineering-buildcamp","2026-04-13T08:51:38.185Z","2026-04-13T08:55:24.159Z","2026-04-14T17:00:00Z","2026-04-14T17:00:41.867Z","https://typefully.com/?d=8708801&a=188312","linkedin","1","2026-04-14T17:00:40.937Z","https://www.linkedin.com/feed/update/urn:li:share:7449864215051259904","2e799797-9dc6-4348-9adf-1573dce95ff8","I saw a few questions in the comments about the scholarship results for the new cohort of the AI Engineering Buildcamp.

Yes, I've already selected the recipients and emailed them directly.

The scholarship form is now closed, so if you didn't receive an email from me, that means you weren't selected this time.

Thank you to everyone who applied!

Even if you weren't selected, I really encourage you to keep learning and building. I've shared many free resources online, and you can find them here: https://alexeyondata.substack.com/p/how-i-reviewed-2500-ai-bootcamp-scholarship?open=false#%C2%A7thank-you-for-your-strong-submissions

If you need a student discount and PPP pricing, please contact me at alexey@datatalks.club, and I'll help you."
"8708718","AI Bootcamp Review","published","ai-engineering-buildcamp","2026-04-13T08:41:31.977Z","2026-04-13T08:44:11.810Z","2026-04-18T07:00:00Z","2026-04-18T07:00:14.025Z","https://typefully.com/?d=8708718&a=188312","x","1","2026-04-18T07:00:14.025Z","https://x.com/Al_Grigor/status/2045396969162670294","0c92681d-9e80-473a-963d-884ed5517be4","Got a new review from cohort 2 of the AI Engineering Buildcamp.

Vishnu, a data scientist at Humana:

""One of the best parts of the AI Agents Bootcamp is that you start building projects from week one. Even if you do not begin with a clear project idea, Alexey does a great job helping you iterate, improve, and shape your ideas along the way. The course is also filled with high-value content in every module, making it a very worthwhile learning experience.""

You don't need a fully formed idea to start. You build it as you go.

Cohort 3 registration closes in 2 days.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708718","AI Bootcamp Review","published","ai-engineering-buildcamp","2026-04-13T08:41:31.977Z","2026-04-13T08:44:11.810Z","2026-04-18T07:00:00Z","2026-04-18T07:00:14.025Z","https://typefully.com/?d=8708718&a=188312","linkedin","1","2026-04-18T07:00:14.263Z","https://www.linkedin.com/feed/update/urn:li:share:7451162659628097536","0c92681d-9e80-473a-963d-884ed5517be4","Got a new review from cohort 2 of the AI Engineering Buildcamp.

Vishnu, a data scientist at Humana:

""One of the best parts of the AI Agents Bootcamp is that you start building projects from week one. Even if you do not begin with a clear project idea, Alexey does a great job helping you iterate, improve, and shape your ideas along the way. The course is also filled with high-value content in every module, making it a very worthwhile learning experience.""

You don't need a fully formed idea to start. You build it as you go.

Cohort 3 registration closes in 2 days.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708527","AI Engineering Buildcamp Insights","published","ai-engineering-buildcamp","2026-04-13T08:18:48.376Z","2026-04-13T08:43:26.143Z","2026-04-15T14:00:00Z","2026-04-15T14:00:31.691Z","https://typefully.com/?d=8708527&a=188312","x","1","2026-04-15T14:00:31.691Z","https://x.com/Al_Grigor/status/2044415575880019984","cc275706-7b65-426a-be98-ff6154415c9d","Another AI Engineering Buildcamp review from the course graduate, Sperydon, a data scientist at Loblaw Companies.

Here's what he shared:

""It pushed me to actually build, experiment, and step outside my comfort zone. The course was especially effective in helping me explore agents in a hands-on way. It gave me the confidence to try new ideas, work through implementation challenges, and think more deeply about how these systems are designed in practice.""

Cohort 3 registration closes in 5 days.

If you've been thinking about joining, this is the cohort to do it.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708527","AI Engineering Buildcamp Insights","published","ai-engineering-buildcamp","2026-04-13T08:18:48.376Z","2026-04-13T08:43:26.143Z","2026-04-15T14:00:00Z","2026-04-15T14:00:31.691Z","https://typefully.com/?d=8708527&a=188312","linkedin","1","2026-04-15T14:00:28.484Z","https://www.linkedin.com/feed/update/urn:li:share:7450181249706520576","cc275706-7b65-426a-be98-ff6154415c9d","Another AI Engineering Buildcamp review from the course graduate, Sperydon, a data scientist at Loblaw Companies.

Here's what he shared:

""It pushed me to actually build, experiment, and step outside my comfort zone. The course was especially effective in helping me explore agents in a hands-on way. It gave me the confidence to try new ideas, work through implementation challenges, and think more deeply about how these systems are designed in practice.""

Cohort 3 registration closes in 5 days.

If you've been thinking about joining, this is the cohort to do it.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708652","Course Review Highlights","published","ai-engineering-buildcamp","2026-04-13T08:33:04.482Z","2026-04-13T08:42:43.282Z","2026-04-14T07:00:00Z","2026-04-14T07:00:16.156Z","https://typefully.com/?d=8708652&a=188312","x","1","2026-04-14T07:00:16.156Z","https://x.com/Al_Grigor/status/2043947425501720753","cc930242-8a9b-4676-b379-f8e4fbcca5ba","I just got a new course review from Leo, a machine learning researcher at TNO:

""Its learning-by-doing approach is centered on a capstone project, which students can choose based on their personal and professional interests. The individual attention and support for students during weekly Q&A sessions made the learning experience especially valuable. I learned a lot about agentic AI, including how to properly evaluate and test them.""

What I like about this feedback: it mentions the specifics.

- Capstone projects
- Hands-on work
- Evaluation
- Testing

That's what the course is built around.

Cohort 3 registration closes in 6 days.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708652","Course Review Highlights","published","ai-engineering-buildcamp","2026-04-13T08:33:04.482Z","2026-04-13T08:42:43.282Z","2026-04-14T07:00:00Z","2026-04-14T07:00:16.156Z","https://typefully.com/?d=8708652&a=188312","linkedin","1","2026-04-14T07:00:15.885Z","https://www.linkedin.com/feed/update/urn:li:share:7449713113551060992","cc930242-8a9b-4676-b379-f8e4fbcca5ba","I just got a new course review from Leo, a machine learning researcher at TNO:

""Its learning-by-doing approach is centered on a capstone project, which students can choose based on their personal and professional interests. The individual attention and support for students during weekly Q&A sessions made the learning experience especially valuable. I learned a lot about agentic AI, including how to properly evaluate and test them.""

What I like about this feedback: it mentions the specifics.

- Capstone projects
- Hands-on work
- Evaluation
- Testing

That's what the course is built around.

Cohort 3 registration closes in 6 days.

Enroll here: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708187","Last Chance for AI Buildcamp","published","ai-engineering-buildcamp","2026-04-13T07:34:09.570Z","2026-04-13T08:08:23.091Z","","2026-04-13T08:08:26.277Z","https://typefully.com/?d=8708187&a=188312","x","1","2026-04-13T08:08:26.277Z","https://x.com/Al_Grigor/status/2043602193975222749","e6133ada-5fd7-4af5-9465-72a921477264","22 people enrolled into AI Engineering Buildcamp last week.

If you saw the deadline too late, I extended enrollment by one week.

This is likely the last cohort I'll run in the near future. The course starts April 13, and week 1 is a buffer week so you can catch up if you join late.

7 days left ton enroll: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8708187","Last Chance for AI Buildcamp","published","ai-engineering-buildcamp","2026-04-13T07:34:09.570Z","2026-04-13T08:08:23.091Z","","2026-04-13T08:08:26.277Z","https://typefully.com/?d=8708187&a=188312","linkedin","1","2026-04-13T08:08:26.477Z","https://www.linkedin.com/feed/update/urn:li:share:7449367884226600960","e6133ada-5fd7-4af5-9465-72a921477264","22 people enrolled into AI Engineering Buildcamp last week.

If you saw the deadline too late, I extended enrollment by one week.

This is likely the last cohort I'll run in the near future. The course starts April 13, and week 1 is a buffer week so you can catch up if you join late.

7 days left ton enroll: https://maven.com/alexey-grigorev/from-rag-to-agents"
"8654809","AI Engineering Buildcamp Overview","published","ai-engineering-buildcamp","2026-04-08T10:03:31.175Z","2026-04-08T11:23:49.261Z","2026-04-09T07:00:00Z","2026-04-09T07:00:33.725Z","https://typefully.com/?d=8654809&a=188312","x","1","2026-04-09T07:00:33.725Z","https://x.com/Al_Grigor/status/2042135483401302068","4696a45c-7cda-4737-a07a-7b99c5f6d476, b534f9cf-c884-4015-a183-9c1bf597fe17, c7fba102-789a-4536-946d-dca6ccb9a75c, 5b07c7ea-a777-4080-a563-1f74cdea0320","AI Engineering Buildcamp is project-driven.

You learn AI engineering by building.

15 projects you can build during the course 👇🏼

(You get lifetime access to the course if you sign up)"
"8654809","AI Engineering Buildcamp Overview","published","ai-engineering-buildcamp","2026-04-08T10:03:31.175Z","2026-04-08T11:23:49.261Z","2026-04-09T07:00:00Z","2026-04-09T07:00:33.725Z","https://typefully.com/?d=8654809&a=188312","x","2","2026-04-09T07:00:33.725Z","https://x.com/Al_Grigor/status/2042135483401302068","eb0fdde6-55e5-4ca1-b83d-52adb11cd953","1. A running example project

A Documentation Agent that evolves throughout the course. It starts as a RAG system and gradually becomes an agent that is tested, monitored, and evaluated."
"8654809","AI Engineering Buildcamp Overview","published","ai-engineering-buildcamp","2026-04-08T10:03:31.175Z","2026-04-08T11:23:49.261Z","2026-04-09T07:00:00Z","2026-04-09T07:00:33.725Z","https://typefully.com/?d=8654809&a=188312","x","3","2026-04-09T07:00:33.725Z","https://x.com/Al_Grigor/status/2042135483401302068","57c3a5b3-70c3-45dc-875c-32f6a8b04b8e","2. Capstone project

Your own AI application, built step by step during the course, from first RAG version to a more complete system with tools, testing, monitoring, evaluation, and deployment."
"8654809","AI Engineering Buildcamp Overview","published","ai-engineering-buildcamp","2026-04-08T10:03:31.175Z","2026-04-08T11:23:49.261Z","2026-04-09T07:00:00Z","2026-04-09T07:00:33.725Z","https://typefully.com/?d=8654809&a=188312","x","4","2026-04-09T07:00:33.725Z","https://x.com/Al_Grigor/status/2042135483401302068","71be8098-d089-4787-a34a-630684e9ca27","Homework projects:

3. Document processing with AI. You download books, extract PDF text, chunk documents, and build a full RAG pipeline.

4. Wikipedia Agent. You implement search and page-fetching tools and build an agent using a framework of your choice.

5. Testing and evaluation through the DuckDB SQL Agent. You build an agent that queries NYC taxi data, write pytest tests, add LLM judges, and track costs.

6. Trivia Quizmaster Agent. You build an interactive trivia system and instrument it with Logfire.

7. Systematic evaluation through the Recipe Assistant Evaluation: You design 20+ evaluation scenarios, run batch tests, and detect hallucinations."
